organization_name,website,phone_number,org_address,org_description,schedule,gender,kids,active,last_update,zipcode
"Coordinated Entry for All 211\, Bellevue",http://kingcounty.gov/depts/community-human-services/housing/services/homeless-housing/coordinated-entry.aspx,(206) 328-5900,"Catholic Community Services\, 11061 NE 2nd St.","A large referral service in King County that connects clients to supportive\, low-income and affordable housing services. Serves all people experiencing homelessness in King County. Call 211 for more information\, all locations and to schedule an appointment. Limited walk-in hours are available at specific locations.","Call: Mon. – Fri.\, 8 a.m. – 6 p.m.; Walk-in hours: Tue.\, 9 a.m. – noon",no restrictions,allowed,t,,
"Coordinated Entry for All 211\, Kirkland",http://kingcounty.gov/depts/community-human-services/housing/services/homeless-housing/coordinated-entry.aspx,(425) 679-0350,"New Bethlehem Day Center\, 11920 NE 80th St.","A large referral service in King County that connects clients to supportive\, low-income and affordable housing services. Serves all people experiencing homelessness in King County. Kirkland location serves families with children under 18. Call 211 for more information\, all locations and to schedule an appointment. Limited walk-in hours are available at specific locations.","Call: Mon. – Fri.\, 8 a.m. – 6 p.m.",no restrictions,allowed,t,,
"Coordinated Entry for All 211\, Renton",http://kingcounty.gov/depts/community-human-services/housing/services/homeless-housing/coordinated-entry.aspx,(425) 679-0350; (425) 264-1400,"YWCA\, 1010 S. 2nd St.","A large referral service in King County that connects clients to supportive\, low-income and affordable housing services. Serves all people experiencing homelessness in King County. Call 211 for more information\, all locations and to schedule an appointment. Limited walk-in hours are available at specific locations.","Call: Mon. – Fri.\, 8 a.m. – 6 p.m.; Walk-in hours: Wed.\, 2 – 8 p.m.",no restrictions,allowed,t,,
DESC 211,http://desc.org,211,,Residents in each of the housing sites have access to supportive services 24/7. All housing referrals to DESC are centralized through King County’s Coordinated Entry for All (CEA) system. Call 211 for a screening and CEA application.,,no restrictions,allowed,t,,
Housing Search Northwest,http://housingsearchnw.org,(877) 428-8844,,Multilingual website with searchable listings of available low- and market-rate housing. Serves everyone. Visit website or call.,"Mon. – Fri.\, 6 a.m. – 5 p.m.",no restrictions,allowed,t,,
"King County Housing Authority\, Main Office",http://kcha.org/housing/search,(206) 574-1100,"600 Andover Park W\, Tukwila","Rental housing and rental assistance. Provides Section 8 vouchers\, subsidized housing and affordable housing.",Call for hours,no restrictions,allowed,t,,
"King County Housing Authority\, Section 8 Office",http://kcha.org/housing/search,(206) 214-1300,"700 Andover Park W\, Tukwila","Rental housing and rental assistance. Provides Section 8 vouchers\, subsidized housing and affordable housing.",Call for hours,no restrictions,allowed,t,,
Low Income Housing Institute (LIHI),http://lihi.org/find-housing/,(206) 443-9935,2407 First Ave. Central Seattle,"All housing applications for LIHI properties are handled by the staff at the individual properties. Waiting list units are all rentals where rent is 30 percent of your household’s monthly income. For wait listed properties\, fill out pre-application form. View website to see properties .",Call for hours,no restrictions,allowed,t,,
Mary McClinton Home,http://mtcenter.org/mary-mcclinton-home/,(206) 256-9865,2313 Third Ave.,"Transitional housing for homeless women in recovery from drugs and alcohol. Must be participating in recovery services through Matt Talbot Center. Call for more information on eligibility\, application and fees. *Services may be limited due to religious affiliation.","Mon. – Fri.\, 8 a.m. – 3 p.m.",women only,allowed,t,,
Mercy Housing,http://mercyhousing.org/how-to-apply,(206) 838-5700,See website,"Affordable housing for families\, seniors and people with special needs. Each Mercy Housing property has its own leasing office and its own application process. Call the property directly for apartment availability\, rent\, requirements and how to apply.",Call for hours,no restrictions,allowed,t,,
"Pioneer Human Services\, E. Spruce St.",http://pioneerhumanservices.org/housing,(206) 624-0082 x 104,1108 E. Spruce St.,Offers affordable drug- and alcohol-free transitional housing as well as permanent housing. Offers a resource center with referrals and case management. Serves individuals who have been recently incarcerated or in a treatment program for substance use disorder. Cannot accept those with a history of arson. Serves male veterans struggling with substance use disorder and/or mental illness. Must have honorable or general discharge from the military. Call to find out about available units; ask about the Mark Cooper House. Can get referral from the Veter- an’s Administration. Call for fee information. Download application from specific property on website. Submit application to specified address on application. Fees vary depending on facility and unit size.,"Mon. – Fri.\, 8 a.m. – 4 p.m.",no restrictions,allowed,t,,
Plymouth Housing,http://plymouthhousing.org/,(206) 374-9409,2113 Third Ave.,"For supportive low-income units call 211 for assessment and referral. Limited affordable non-subsidized units. View website for available properties\, eligibility requirements and the application. Accepts comprehensive\, reusable tenant screening report in lieu of the standard screening fee.",Call for hours,no restrictions,allowed,t,,
Seattle Housing Authority,http://seattlehousing.org/housing/sha-housing,(206) 239-1737,190 Queen Anne Ave. N.,"Conventional public housing. Long waiting lists exist for all programs; no emergency housing. Preference given to applicants who are homeless and/or who have income at or below 30 percent of Area Median Income\, but will consider those at or below 80 percent. Visit in person or visit the website to obtain an application. Once on a waiting list\, check in monthly to confirm need for housing. No fees for application.","Mon. – Fri.\, 8 a.m. – 5 p.m.",no restrictions,allowed,t,,
Solid Ground 211,http://solid-ground.org/our-impact/,211,,"Transitional housing\, affordable permanent housing and on-site support services for formerly homeless families and individuals. Contact 211 for screening eligibility.",Check website for hours,no restrictions,allowed,t,,
St . Stephen Housing Association,http://ststephenhousing.org,(253) 638-9798,"13055 SE 192nd St.\, Renton",Temporary housing and social workers serving low-income homeless families with at least one child under 18. Call 211 for referral.,"Mon. – Fri.\, 9 a.m. – 2 p.m.",no restrictions,allowed,t,,
United States Mission,http://usmission.org/locations/seattle-wa/,(206) 781-9113,931 N. 104th St.,Structured transitional housing program with paid job training and support services serving homeless men 18 and older. No drugs or alcohol. Cannot serve sex offenders. Call for screening and current information on openings. Document Required: photo ID. No fees.,"Mon. – Sat.\, 9 a.m. – 9 p.m.",men only,not allowed,t,,
William Booth Center,http://northwest.salvationarmy.org,(206) 621-0145,811 Maynard Ave. S.,"Low barrier transitional housing with case management for homeless men 18 and older. Structured sober transitional housing for male veterans\, 18 and older. Maximum stay varies by program. Performs background checks. Entry done through a process established by the VA. Fees are determined on a case-by-case basis. Referral from a partner organization required. Partners are King County Veterans’ Program\, FareStart and Salvation Army off- site shelter.",Phone hours: daily 24 hours,men only,not allowed,t,,
"LIHI Urban Rest Stop\, NE 43rd St.",http://urbanreststop.org,(206) 327-0744,"University Temple UM Church\, 1415 NE 43rd St.","Restrooms\, showers\, laundry facilities and limited haircuts for adults and youth of all genders. Showers are ADA compliant. No intoxication allowed. Visit in person; but call for laundry appointment and call (206) 332-0110 for haircut schedule. No fees.","Tue. – Thurs.\, 9 a.m. – noon\, 1 – 6 p.m.; Fri.\, 9 a.m. – noon\, 1– 5:30 p.m.; last laundry: Tue. – Fri.\, 2 p.m.; last shower: Tue. – Thurs.\, 5:30 p.m.; Fri.\, 5 p.m.",no restrictions,allowed,t,,
"LIHI Urban Rest Stop\, Ninth Ave.",http://urbanreststop.org,(206) 332-0110,1924 Ninth Ave.,"Restrooms\, showers\, laundry facilities and limited haircuts for adults and youth of all genders. Showers are ADA compliant. No intoxication allowed. Visit in person; but call for laundry appointment and call (206) 332-0110 for haircut schedule. No fees.","Oct 1 – May 31: Mon. – Fri.\, 5:30 a.m. – 9:30 p.m.; Sat.\, Sun.\, 8 a.m. – 3 p.m.; last laundry: 6 p.m.; last shower: Mon. – Fri.\, 6 p.m.; Sat.\, Sun.\, 1:30 p.m.; Jun 1 – Sep 30: same hours\, except Sat.\, Sun.\, 8 a.m. – 5 p.m.; last summer shower: Sat.\, Sun.\, 3 p.m.",no restrictions,allowed,t,,
"LIHI Urban Rest Stop\, 57th St.",http://urbanreststop.org,(206) 258-3626,2014 NW 57th St.,"Restrooms\, showers\, laundry facilities and limited haircuts for adults and youth of all genders. Showers are ADA compliant. No intoxication allowed. Visit in person; but call for laundry appointment and call (206) 332-0110 for haircut schedule. No fees.","Mon. – Fri.\, 6:30 – 10:30 a.m.\, 11:30 a.m. – 2:30 p.m.; last laundry: Mon. – Fri.\, noon; last shower: Mon. – Fri.\, 12:30 p.m.",no restrictions,allowed,t,,
"Transform Burien\, Laundromat",http://transformoutreach.org,(206) 839-6620,"15006 Ambaum Blvd. SW\, Burien",Volunteers cover the cost of the laundry cycle. ,"Fri.\, 10 a.m. – noon",no restrictions,allowed,t,,
"Transform Burien\, Mobile Shower Truck",http://transformoutreach.org,(206) 839-6620,"14501 4th Ave SW\, Burien",Serves everyone. Visit in person. No fees.,"Wed .\, 11 a .m . – 2 p .m",no restrictions,allowed,t,,
Women’s Wellness Center,http://ccsww.org/get-help/,(206) 256-0665,1900 Second Ave.,"Showers\, laundry facilities and toiletries. Nurse visits once a week. Serves adult women. Visit in person. No fees.","Mon. – Fri.\, 7 a.m. – 10:45 a.m.",women only,not allowed,t,,
"Asian Counseling and Referral Service\, Food Bank",http://acrs.org/services/,(206) 292-5714,919 S King St.,Call to learn about requirements.,"Wed.\, 10:30 a.m. – 1 p.m. and Fri.\, 11 a.m. – 1 p.m.",no restrictions,allowed,t,,
Casa Latina,http://casa-latina.org/get-involved/,(206) 956-0779; Employment Services/Servicios de Empleo: (206) 686-2554; ESL/Clases de Inglés: (206) 686-2618,317 17th Ave. S. Central Seattle,"Offers free English classes\, day labor dispatching\, housecleaning dispatch\, community support and help reclaiming stolen wages. Serves the Latino immigrant community. Visit in person. Documents Required: official photo ID. Membership for job dispatch: $25/year. / Ofrece clases de inglés\, despacho de trabajos para jornaleros\, despacho de trabajos de limpieza\, apoyo comunitario\, ayudar de reclamar salario robado. Sirve la comunidad inmigrante latino. Visita en persona. Documentos requeridos: identificación oficial con foto (de su país de origen está bien) Membresía para despachos de trabajo: $25/año. ","Orientation: first and third Tue.\, 7 a.m. – 4 p.m.\, If you are look- ing for cleaning work\, come the 1st Tuesday of the month / Orientación: primer y tercer martes del mes\, a partir de las 7 a.m. hasta las 4 p.m.\, si buscas trabajo de limpieza\, ven el primer martes del mes",no restrictions,allowed,t,,
Catholic Immigration Legal Services,http://ccsww.org/get-help/specialized-services/,(206) 328-5714; (206) 328-6314,100 23rd Ave. S.,"Immigration legal services\, including citizenship assistance\, green cards\, DACA and family-based petitions serving low-income refugees\, asylees and immigrants in Washington. Call for initial screening. Will not deny services due to inability to pay.","Mon. – Fri.\, 8 a.m. – 6 p.m.",no restrictions,allowed,t,,
East African Community Services,http://eastafricancs.org,(206) 721-1119,7050 32nd Ave. S.,"Case management and assistance for refugees and their families. Offers interpretation services\, ESL talk time\, after-school programs\, older adult services and citizenship education. No fees.","Citizenship education: Mon.\, Fri.\, 10 – 11 a.m.",no restrictions,allowed,t,,
Helping Link,http://helpinglink.org/services/,(206) 568-5160,"1032 S. Jackson St.\, Suite C","Offers Citizenship Classes\, ESL classes. Computer and iPad training classes and information and referrals. Serves the Vietnamese community. Call to confirm hours. Register in person. No fees.","Mon. - Thurs. 1 - 9 p.m.\, Fri. 1 - 6 p.m.",no restrictions,allowed,t,,
Horn of Africa Services,http://hoas.org/social-services/,(206) 760-0550,"5303 Rainier Ave. S.\, Suite D","Offers citizenship classes\, housing assistance\, job search assistance\, benefits assistance\, a monthly legal clinic and more. Primarily serves refugees and immigrants from East African countries. Call main office or visit in person to complete an application. No fees.","Mon. – Fri.\, 9:30 a.m. – 5 p.m. Legal clinic: second Fri.\, 2 – 5 p.m.",no restrictions,allowed,t,,
International Rescue Committee,http://rescue.org/united-states/seattle-wa,(206) 623-2105,"1200 S. 192nd St.\, Suite 101\, SeaTac","Helps immigrants with routine immigration matters\, such as applying for green cards\, employment authorization and citizenship. General immigration assistance is for all King County immigrants. Offers resettlement services\, family reunification assistance\, social service access and employment services for refugees who are assigned through the State Department.","Mon. – Thurs.\, 9 a.m. – 5 p.m.; Fri. by appointment only",no restrictions,allowed,t,,
